,Acousticness,Album,Artist,Danceability,Duration,Energy,Explicit,Instrumentalness,Liveness,Loudness,Mode,Name,Popularity,Speechiness,Tempo,TimeSignature,Valence
135,0.00216,Fmiliar to millions,Oasis,0.386,226173,0.955,False,0.744,0.988,-5.33,0,"Hey Hey, My My(Live)",7,0.0654,128.485,4,0.225
165,0.000825,The Masterplan,Oasis,0.192,259667,0.963,False,0.971,0.158,-1.899,0,The Swamp Song,11,0.0671,142.65,4,0.184
21,0.793,Gossip In The Grain,Ray LaMontagne,0.485,376080,0.28,False,0.762,0.979,-15.509,1,Be Here Now (Live),29,0.0302,118.096,4,0.119
51,0.49,Supernova,Ray LaMontagne,0.437,305973,0.511,False,0.0124,0.196,-8.988,0,Pick Up a Gun,29,0.0264,149.852,3,0.388
1,0.000944,Cry For You,September,0.612,190596,0.907,False,0,0.339,-3.503,1,Can't Get Over - UK Radio Edit,0,0.038,130.031,4,0.857
31,0.23,Gold,September,0.708,193051,0.949,False,0,0.0941,-3.181,1,Satellites,0,0.0452,129.032,4,0.733
61,0.109,In Orbit,September,0.736,234920,0.879,False,2.07e-05,0.0777,-3.854,1,Cry For You,0,0.0278,127.015,4,0.942
91,0.00762,Me & My Microphone,September,0.731,425013,0.734,False,0.000578,0.0474,-6.092,1,Me & My Microphone - (Mick Kastenholt & Andrew Dee Mix),1,0.0605,129.99,4,0.76
1,2.93e-05,Hardwired…To Self-Destruct (Deluxe),Metallica,0.416,388625,0.994,False,0.0299,0.0704,-3.354,0,"Atlas, Rise!",55,0.0609,95.205,4,0.434
31,0.000228,...And Justice For All,Metallica,0.664,345707,0.845,False,0.0702,0.324,-8.825,0,Harvester Of Sorrow,57,0.0409,93.169,4,0.645
61,0.00174,Garage Inc.,Metallica,0.3,470067,0.939,True,0.473,0.0479,-5.657,1,Am I Evil?,48,0.12,78.527,4,0.539
91,4.43e-05,"Garage, Inc.",Metallica,0.269,265667,0.957,False,0.02,0.0972,-6.261,0,The Prince,33,0.109,164.071,4,0.562
121,0.0135,Helping Hands…Live & Acoustic At The Masonic,Metallica,0.507,212882,0.799,False,0.0175,0.395,-6.873,1,"The Four Horsemen - Live At The Masonic, San Francisco, CA - November 3rd, 2018",42,0.0538,81.921,4,0.577
151,0.00165,Live Sh*t: Binge & Purge (Live In Mexico City),Metallica,0.36,367107,0.96,True,0.00985,0.974,-6.694,0,Sad But True - Live In Mexico City,40,0.0789,89.735,4,0.167
181,0.0186,Load,Metallica,0.451,319600,0.497,False,0.000505,0.395,-7.694,0,Mama Said,45,0.0311,135.298,4,0.397
211,0.000123,Metallica Through The Never (Music From The Motion Picture),Metallica,0.287,414307,0.924,False,0.0788,0.946,-8.09,1,Ride The Lightning - Live,44,0.0512,149.752,4,0.449
241,1.7e-05,S&M,Metallica,0.295,275893,0.99,False,0.000151,0.71,-4.04,0,Fuel - Live with the SFSO,40,0.177,115.569,4,0.148
271,0.00061,St. Anger,Metallica,0.55,430107,0.927,False,0.0135,0.0458,-4.324,1,Shoot Me Again,35,0.0815,111.432,4,0.347
25,0.0264,Rock 'N' Roll (Super Deluxe),Buckcherry,0.613,193747,0.931,False,8.5e-06,0.0805,-3.599,1,Cannonball,8,0.0509,85.002,4,0.683
55,0.000979,Black Butterfly,Buckcherry,0.487,175413,0.969,False,0.0213,0.341,-2.815,1,"A Child Called ""It""",20,0.0782,109.586,4,0.566
85,0.00991,Confessions,Buckcherry,0.566,212600,0.942,False,0.0,0.126,-3.222,0,Lust,11,0.0948,148.065,4,0.764
115,2.68e-05,Time Bomb,Buckcherry,0.532,220333,0.957,True,0.284,0.109,-3.261,0,Ridin',22,0.041,126.016,4,0.624
145,0.0175,ザ・ベスト・オブ,Buckcherry,0.639,203515,0.981,False,0.0,0.086,-2.595,0,クレイジー・ビッチ,3,0.103,98.0,4,0.647
24,0.00221,Fire And Glory,Kardinal Offishall,0.668,205080,0.844,True,0.0,0.0989,-3.982,1,Watchalike (feat. Busta Rhymes),4,0.406,114.904,4,0.711
54,0.158,Not 4 Sale,Kardinal Offishall,0.656,240427,0.634,True,0.0,0.301,-8.585,0,Going In,10,0.778,85.11,4,0.733
9,0.00399,Bucky Covington,Bucky Covington,0.586,231907,0.765,False,1.83e-06,0.099,-4.614,1,Carolina Blue,12,0.0255,114.005,4,0.599
7,0.068,Big Machine Classics,Jimmy Wayne,0.503,198016,0.528,False,0.0,0.112,-11.358,1,True Believer,5,0.032,133.991,4,0.446
37,0.0247,Jimmy Wayne,Jimmy Wayne,0.616,252133,0.771,False,7.6e-06,0.144,-5.882,1,After You,9,0.0428,91.032,4,0.38
67,0.105,Sara Smile,Jimmy Wayne,0.509,251680,0.674,False,7.91e-05,0.0428,-6.967,1,Counting The Days,8,0.0384,159.993,4,0.266
25,0.244,Appetite For Destruction (Super Deluxe Edition),Guns N' Roses,0.429,289733,0.987,False,0.0314,0.322,-6.629,1,Nightrain - 1986 Sound City Session,34,0.0984,145.875,4,0.234
55,0.0326,Chinese Democracy,Guns N' Roses,0.298,400693,0.92,False,0.000547,0.0708,-7.454,0,There Was A Time,52,0.0924,179.953,4,0.388
85,0.0189,Use Your Illusion I,Guns N' Roses,0.445,298160,0.922,True,0.00244,0.181,-6.665,1,Dust N' Bones,54,0.0443,129.502,4,0.449
1,0.231,AIM (Deluxe),M.I.A.,0.663,184947,0.853,False,0.000134,0.271,-4.068,1,Go Off,16,0.0575,170.04,4,0.468
31,0.498,MAYA (Deluxe),M.I.A.,0.789,191013,0.672,True,7.32e-06,0.0889,-5.416,1,Believer,17,0.14,96.217,4,0.949
61,0.00127,Kala,M.I.A.,0.643,207467,0.853,False,1.13e-06,0.683,-6.889,0,Boyz,39,0.219,133.165,4,0.598
91,0.155,Matangi,M.I.A.,0.568,192493,0.975,True,0.000361,0.222,-3.216,1,Only 1 U,29,0.327,87.64,4,0.538
16,0.295,A Naked Twist in My Story,Secondhand Serenade,0.481,244333,0.257,False,0,0.148,-10.443,1,Like a Knife,46,0.028,80.011,4,0.148
46,0.00164,Hear Me Now,Secondhand Serenade,0.411,224533,0.79,False,8.19e-05,0.1,-5.328,1,Only Hope,4,0.0364,81.929,4,0.239
13,0.143,Director,Avant,0.75,227467,0.637,False,0,0.227,-5.86,1,You Know What - Main,0,0.11,79.027,4,0.891
43,0.027,Face The Music,Avant,0.615,245973,0.646,False,0,0.0559,-6.147,0,More,30,0.0452,132.882,4,0.56
73,0.439,Private Room,Avant,0.761,241867,0.675,False,0,0.0621,-6.018,1,Seems To Be,31,0.107,136.132,4,0.565
103,0.0351,The VIII,Avant,0.606,192787,0.496,False,0,0.132,-7.591,0,Take It There,28,0.0329,135.118,4,0.25
28,0.00396,Take It To The Limit,Hinder,0.394,239387,0.858,False,0.000346,0.121,-3.931,1,Thing For You,15,0.0332,139.924,4,0.248
58,0.0453,Welcome To The Freakshow,Hinder,0.867,172307,0.422,False,3.78e-06,0.114,-8.554,0,See You In Hell - Acoustic Version,0,0.0927,95.003,4,0.183
19,0.0314,Savior,Metro Station,0.607,210987,0.976,False,0.0,0.334,-2.776,1,Better Than Me,22,0.0676,145.015,4,0.839
14,0.399,All Sides (Deluxe Edition),O.A.R.,0.588,357074,0.232,False,2.87e-06,0.109,-17.038,1,Lay Down - Acoustic Version,14,0.034,96.041,4,0.504
44,0.0238,Any Time Now,O.A.R.,0.395,813173,0.829,False,4.28e-05,0.801,-6.518,1,Delicate Few,21,0.0698,114.736,4,0.157
74,0.0014,King,O.A.R.,0.537,267356,0.743,False,0,0.0593,-5.603,1,The Last Time,17,0.0404,78.319,4,0.348
104,0.0049,Live From Madison Square Garden,O.A.R.,0.349,441907,0.905,False,0.00025,0.705,-5.083,1,City On Down,27,0.0799,108.107,4,0.276
134,0.0254,Rain or Shine,O.A.R.,0.379,321440,0.847,False,4.6e-06,0.992,-5.777,0,Conquering Fools,32,0.0606,84.812,4,0.455
164,0.00661,Risen,O.A.R.,0.558,230027,0.845,False,0,0.106,-4.498,1,Hey Girl,20,0.0359,105.509,4,0.783
194,0.0103,Stories Of A Stranger,O.A.R.,0.546,233187,0.923,False,1.26e-06,0.343,-3.136,1,Daylight The Dog,18,0.0404,114.001,4,0.499
224,0.0116,The Wanderer,O.A.R.,0.439,450427,0.646,False,4.7e-06,0.124,-10.26,1,Toy Store,22,0.0367,88.325,4,0.326
3,0.00287,David Archuleta Deluxe Version,David Archuleta,0.534,244160,0.816,False,0.0,0.121,-3.432,1,My Hands,22,0.0313,82.508,4,0.416
33,0.00154,Begin.,David Archuleta,0.537,232853,0.742,False,0.0,0.126,-5.461,1,Pride (In the Name of Love),14,0.0301,104.935,4,0.123
63,0.000407,No Matter How Far,David Archuleta,0.614,194440,0.811,False,0.0,0.377,-4.746,0,Love Don't Hate,17,0.0265,97.966,4,0.434
93,0.00348,The Other Side of Down,David Archuleta,0.43,205333,0.86,False,0.0,0.112,-3.333,1,Good Place,24,0.0397,163.936,4,0.355
14,0.000167,7th Symphony,Apocalyptica,0.387,208587,0.901,False,0.00193,0.129,-5.402,1,End of Me,0,0.0433,180.105,4,0.288
44,0.00058,Amplified - A Decade of Reinventing the Cello,Apocalyptica,0.425,204440,0.686,False,0.0136,0.0871,-5.544,1,Path Vol. 2,33,0.0363,104.943,4,0.345
74,0.045,Cult,Apocalyptica,0.106,282453,0.377,False,0.454,0.119,-10.111,0,In Memoriam,26,0.0406,77.213,4,0.0815
104,0.119,Plays Metallica by Four Cellos - A Live Performance,Apocalyptica,0.422,478123,0.652,False,0.247,0.815,-9.659,1,Master of Puppets - Live,28,0.0511,119.037,4,0.361
134,0.00116,Reflections,Apocalyptica,0.493,283147,0.57,False,0.232,0.11,-7.917,0,Seemann (feat. Nina Hagen),39,0.0331,140.042,4,0.124
164,0.00107,Shadowmaker,Apocalyptica,0.478,400080,0.87,False,0.839,0.213,-8.256,0,Riot Lights,5,0.0593,151.953,4,0.0393
9,0.0128,Songs We Wish We'd Written II (Bonus Track Version),Pat Green,0.512,253680,0.881,False,0.00605,0.428,-4.439,1,I Am Too,0,0.0424,93.978,4,0.375
39,0.163,Dancehall Dreamer,Pat Green,0.51,243133,0.639,False,1.08e-06,0.0567,-7.612,1,I Like Texas,32,0.052,151.431,4,0.657
69,0.0793,Here We Go,Pat Green,0.421,206013,0.418,False,2.07e-05,0.978,-9.121,1,Nightmare,13,0.0354,80.246,4,0.16
99,0.0736,Live at Billy Bob's Texas,Pat Green,0.328,242040,0.871,False,0.0,0.983,-4.09,1,Songs About Texas,32,0.068,167.329,4,0.53
129,0.32,Wave On Wave,Pat Green,0.497,242520,0.748,False,0.00157,0.109,-3.278,1,Poetry,23,0.0368,77.438,4,0.68
8,0.0193,Blood Stained Revolution,Saving Abel,0.39,225377,0.921,False,1.8e-05,0.323,-3.916,1,The New Fight,21,0.0855,174.051,3,0.53
38,0.00991,Saving Abel,Saving Abel,0.384,235613,0.871,False,1.55e-06,0.349,-4.034,1,Drowning (Face Down),53,0.0401,159.938,4,0.321
23,0.00501,Blvck Circus,Ron Browz,0.578,237113,0.639,True,0.0,0.074,-4.633,0,6 Millie,0,0.0428,96.434,3,0.0421
53,0.646,Browzy Vol. 1,Ron Browz,0.503,95945,0.361,True,0.0,0.205,-11.324,0,Intro,0,0.18,94.563,4,0.191
83,0.263,Browzy Vol. 2,Ron Browz,0.671,286704,0.68,True,0.0,0.569,-7.133,1,Trappers Go To Heaven,0,0.546,174.709,4,0.237
113,0.251,Etherlibrium,Ron Browz,0.876,183013,0.747,False,0.0,0.081,-3.272,0,Wanna Be You,0,0.157,148.031,4,0.518
143,0.0222,Stranded On Lenox,Ron Browz,0.709,182476,0.733,False,0.0,0.129,-4.699,1,Pray For My Enemies (feat. Belly & Dyce Payso),1,0.159,93.105,4,0.391
173,0.00942,The Christening 2,Ron Browz,0.749,208144,0.74,True,0.0,0.0889,-8.721,1,Cold,0,0.29,86.321,4,0.217
6,0.00298,A Dipset Christmas,Jim Jones,0.386,262187,0.854,True,0,0.0744,-8.424,1,Too High,4,0.274,85.431,4,0.232
36,0.205,Capo,Jim Jones,0.658,205760,0.765,True,0,0.144,-4.696,0,Intro (feat. Sen City & Chink Santana),5,0.321,154.463,4,0.694
66,0.367,City of God,Jim Jones,0.502,160640,0.694,True,0,0.483,-9.317,0,Dear Summer Freestyle,11,0.401,91.635,3,0.685
96,0.0464,DJ Drama & Jim Jones: The Seven Day Theory,Jim Jones,0.498,180947,0.859,True,0,0.241,-6.803,1,Blow,8,0.51,114.199,5,0.488
126,0.186,El Capo,Jim Jones,0.652,158249,0.731,True,0,0.541,-6.81,0,Nothing Lasts (feat. Fabolous & Marc Scibilia),46,0.299,102.632,4,0.365
156,0.0332,Harlem's American Gangster,Jim Jones,0.51,64627,0.662,True,0,0.121,-8.722,1,Dame Dash Skit #2,7,0.104,132.681,4,0.344
186,0.0943,Hustler's P.O.M.E.,Jim Jones,0.626,353501,0.376,False,0,0.0767,-10.483,1,Concrete Jungle,5,0.39,77.009,4,0.318
216,0.432,M.O.B. Members of Byrdgang,Jim Jones,0.522,157240,0.823,True,0,0.0984,-5.168,0,Money On My Mind,11,0.416,76.056,4,0.495
246,0.497,Nocturnal,Jim Jones,0.707,117787,0.81,True,0,0.334,-4.68,0,Jungle Brothers Freestyle,7,0.258,101.759,4,0.776
276,0.00727,Pray IV Reign,Jim Jones,0.729,290933,0.839,True,0,0.294,-3.935,1,Girlfriend - Explicit Album Version,7,0.23,86.99,4,0.577
306,0.31,Street Religion: Heron 3: 16,Jim Jones,0.616,217029,0.801,True,0,0.755,-6.433,1,Man Down,2,0.66,169.628,4,0.655
336,0.0906,The Capo Chronicles,Jim Jones,0.524,95819,0.866,True,0,0.336,-5.998,1,Once Was a Kid,6,0.358,192.016,4,0.724
366,0.104,The Kitchen,Jim Jones,0.609,223190,0.656,True,0,0.223,-8.423,0,Addicted to the Game,49,0.325,148.825,4,0.329
396,0.061,The Owner's Manual,Jim Jones,0.527,149640,0.763,True,0,0.408,-7.224,0,Mic Check,10,0.381,119.271,5,0.713
426,0.642,Vampire Life,Jim Jones,0.704,120493,0.674,True,0,0.381,-8.391,0,JB (Freestyle),6,0.241,101.54,4,0.918
456,0.441,Vampire Life 3,Jim Jones,0.763,171013,0.844,True,0,0.309,-6.015,0,Batman (feat. T.W.O.),5,0.192,146.014,4,0.802
486,0.5,We Own The Night Pt. 2: Memoirs Of A Hustler,Jim Jones,0.828,295428,0.773,True,0,0.112,-4.959,1,Kitchen,14,0.317,124.984,4,0.612
26,0.784,Lost,Brooke White,0.461,227080,0.499,False,0,0.162,-8.034,1,Walk for Two,17,0.031,163.859,4,0.347
56,0.985,White Christmas,Brooke White,0.507,147913,0.213,False,1.42e-05,0.0754,-8.676,1,O Come All Ye Faithful,2,0.0264,96.012,4,0.257
21,0.000742,The Moment (Digital Deluxe),Framing Hanley,0.447,206173,0.924,False,0.0,0.334,-3.536,0,23 Days,30,0.0371,88.043,4,0.33
51,0.00288,The Moment,Framing Hanley,0.472,233453,0.901,False,1.22e-06,0.103,-4.478,1,Hear Me Now,43,0.0616,131.91,4,0.0914
8,0.781,Call Me Crazy,Lee Ann Womack,0.289,212227,0.436,False,1.45e-06,0.104,-6.493,1,If These Walls Could Talk,21,0.0305,87.826,3,0.338
38,0.238,iTunes Originals,Lee Ann Womack,0.539,208160,0.517,False,0.0,0.181,-7.842,0,Does My Ring Burn Your Finger,0,0.0318,129.107,4,0.199
68,0.238,Some Things I Know,Lee Ann Womack,0.568,153227,0.651,False,1.81e-06,0.372,-6.959,1,If You're Ever Down In Dallas,6,0.0366,129.366,4,0.678
98,0.896,"The Lonely, The Lonesome & The Gone",Lee Ann Womack,0.558,97787,0.33,False,5.66e-06,0.136,-11.638,1,Take The Devil Out Of Me,13,0.0552,120.988,3,0.759
128,0.0413,There's More Where That Came From,Lee Ann Womack,0.536,248267,0.435,False,0.0,0.104,-7.477,1,Happiness,14,0.0257,147.929,4,0.32
23,0.387,Dusk Till Dawn,Bobby V,0.531,189920,0.628,True,0,0.0883,-5.033,0,Put It In (feat. K. Michelle),4,0.049,110.309,4,0.288
53,0.0835,Fly On The Wall,Bobby V,0.714,173440,0.732,False,1.19e-06,0.0752,-4.515,1,Altered Ego,12,0.123,151.893,4,0.751
83,0.0949,Sixty Minutes,Bobby V,0.59,258840,0.409,True,0,0.264,-14.618,1,You,9,0.157,142.005,4,0.438
113,0.0363,The Rebirth,Bobby V,0.525,233387,0.597,False,0.000846,0.324,-6.191,1,Just Me & You,14,0.121,141.98,4,0.429
18,0.203,#1s ... and then some,Dunn,0.679,201427,0.779,False,0,0.219,-5.124,1,She's Not the Cheatin' Kind,48,0.0334,110.557,4,0.703
48,0.385,Borderline,Dunn,0.779,203493,0.605,False,6.45e-06,0.023,-8.349,1,More Than a Margarita,20,0.0259,115.324,4,0.809
78,0.0189,Cowboy Town,Dunn,0.523,240213,0.8,False,3.7e-06,0.321,-5.41,1,Walk Away Slow - Bonus Track,29,0.0291,109.007,4,0.583
108,0.381,It Won't Be Christmas Without You,Dunn,0.624,145400,0.6,False,5.29e-06,0.134,-7.495,1,Santa Claus Is Comin' to Town,17,0.0537,144.827,4,0.638
138,0.11,Red Dirt Road,Dunn,0.339,309133,0.937,False,0,0.193,-4.327,0,Holy War - Hidden Track,20,0.335,201.93,4,0.476
168,0.396,The Essential Brooks & Dunn,Dunn,0.628,262480,0.575,False,0.000135,0.228,-6.049,1,Indian Summer,33,0.0274,94.003,4,0.377
198,0.0608,Waitin' On Sundown,Dunn,0.703,261373,0.606,False,2.33e-05,0.0771,-9.255,1,Silver and Gold,20,0.0269,108.515,4,0.566
22,0.263,#1s ... and then some,Brooks,0.498,229599,0.619,False,1.42e-05,0.108,-5.939,1,The Long Goodbye,42,0.0297,145.384,4,0.569
52,0.174,Borderline,Brooks,0.747,193400,0.484,False,0.000133,0.105,-8.595,1,Tequila Town,18,0.024,103.444,4,0.549
82,0.39,Hard Workin' Man,Brooks,0.695,205667,0.698,False,1.5e-06,0.2,-9.547,1,Heartbroke Out of My Mind,31,0.0295,130.445,4,0.735
112,0.00372,Reboot,Brooks,0.573,191053,0.846,False,7.87e-05,0.29,-4.866,1,Brand New Man - with Luke Combs,70,0.0344,127.061,4,0.562
142,0.0568,Steers & Stripes,Brooks,0.567,236333,0.877,False,0.000185,0.296,-6.345,1,Go West,20,0.0502,116.938,4,0.574
172,0.211,The Essential Brooks & Dunn,Brooks,0.659,225387,0.786,False,0,0.0854,-5.583,1,Lost and Found,36,0.0279,115.282,4,0.779
202,0.0852,Waitin' On Sundown,Brooks,0.678,173200,0.725,False,6.21e-05,0.369,-10.228,1,Whiskey Under the Bridge,24,0.0319,138.732,4,0.851
26,0.631,Crooked Teeth (Deluxe),Papa Roach,0.434,284009,0.89,False,0,0.859,-4.236,0,Still Swingin' (Live at Fillmore Detroit),27,0.124,138.817,4,0.298
56,0.000197,lovehatetragedy (Explicit Version),Papa Roach,0.366,146893,0.973,False,0.000625,0.327,-5.785,1,M-80 (Explosive Energy Movement),23,0.0672,172.279,4,0.581
86,0.0146,Metamorphosis,Papa Roach,0.424,216000,0.94,True,0,0.198,-4.571,0,Live This Down,17,0.0908,172.116,4,0.511
116,6.54e-05,The Paramour Sessions,Papa Roach,0.465,201960,0.877,True,0.000797,0.0633,-4.35,0,Crash,18,0.0628,160.045,4,0.527
146,0.0482,Who Do You Trust?,Papa Roach,0.582,196863,0.936,False,9.13e-06,0.341,-3.427,1,Who Do You Trust?,54,0.0382,102.019,4,0.372
21,0.0225,Late Night Tales: Mgmt,MGMT,0.652,210520,0.968,False,0.85,0.165,-10.712,1,Sparks,21,0.0511,135.75,4,0.519
51,0.126,Oracular Spectacular,MGMT,0.495,227627,0.794,False,0.0171,0.322,-5.85,1,The Youth,9,0.0285,110.89,3,0.52
19,0.141,Headstrong,Ashley Tisdale,0.655,213827,0.857,False,0.0,0.298,-4.148,1,Be Good to Me,25,0.0994,97.994,4,0.719
7,0.013,Better Nature,Silversun Pickups,0.473,221467,0.887,False,0.121,0.29,-6.679,0,Latchkey Kids,9,0.0423,76.512,4,0.713
37,0.00563,Pikul,Silversun Pickups,0.36,469507,0.414,False,0.606,0.104,-8.446,1,All the Go Inbetweens,39,0.0301,157.107,3,0.238
8,4.08e-05,All Gas. No Brake.,Kart,0.371,29533,0.825,False,0.00127,0.457,-5.878,1,Tree Climber,0,0.0743,109.556,4,0.335
38,3.27e-05,Expect The Impossible,Kart,0.453,222573,0.85,False,0,0.0942,-4.03,1,Eyes,12,0.0371,136.085,4,0.299
4,0.000552,Change My Mind (Deluxe Edition),Billy Ray Cyrus,0.451,203417,0.96,False,4.79e-05,0.222,-3.672,1,Good as Gone,10,0.0414,125.102,4,0.847
34,0.388,Big Bang Concert Series: Billy Ray Cyrus (Live),Billy Ray Cyrus,0.515,250235,0.698,False,3.7e-06,0.929,-10.044,1,It's All the Same to Me (Live),13,0.039,115.497,4,0.718
64,0.117,ICON,Billy Ray Cyrus,0.779,208573,0.529,False,2.99e-06,0.0723,-8.173,1,Wher'm I Gonna Live?,12,0.0289,124.48,4,0.767
94,0.193,Love Songs,Billy Ray Cyrus,0.576,227347,0.41,False,0.0,0.111,-10.81,1,Give My Heart To You,5,0.0267,127.857,4,0.238
124,0.0729,Some Gave All,Billy Ray Cyrus,0.617,226467,0.601,False,0.0,0.114,-10.55,1,Could've Been Me,10,0.0334,120.409,4,0.524
154,0.521,Storm In The Heartland,Billy Ray Cyrus,0.555,309213,0.299,False,4.35e-06,0.161,-9.742,1,Only God Could Stop Me Loving You,4,0.0253,62.87,4,0.293
184,0.011,The Other Side,Billy Ray Cyrus,0.36,221560,0.718,False,0.0,0.108,-7.172,1,Love Has No Walls,7,0.0359,177.765,4,0.616
214,0.987,Thin Line,Billy Ray Cyrus,0.247,537862,0.0354,False,0.0571,0.138,-17.864,1,Angels Protect This Home - Bonus Track,10,0.0412,139.194,4,0.0251
18,0.537,"Alright, Still (Deluxe)",Lily Allen,0.681,226307,0.258,False,4.91e-06,0.0826,-14.104,1,Naïve - BBC Radio 1's Jo Whiley's Live Lounge,49,0.106,96.885,4,0.43
48,0.0179,"It's Not Me, It's You",Lily Allen,0.705,186493,0.686,False,0.000492,0.282,-6.77,0,22 (feat. Ours) [Vingt Deux],5,0.0405,131.048,4,0.928
15,0.0742,Forever Charlie,Charlie Wilson,0.801,217693,0.867,False,1.08e-05,0.211,-2.876,0,Just Like Summertime,29,0.0434,102.016,4,0.904
45,0.0129,Just Charlie,Charlie Wilson,0.62,237667,0.744,False,0,0.0766,-4.567,1,Where Would I Be,21,0.0505,148.046,4,0.643
75,0.167,You Turn My Life Around,Charlie Wilson,0.609,320267,0.669,False,9.41e-06,0.0376,-10.936,1,You Turn My Life Around,11,0.0391,74.231,4,0.86
23,0.324,Mr. Jones,Mike Jones,0.65,221933,0.753,True,0.0,0.307,-4.745,0,Next to You,15,0.0632,82.478,4,0.616
53,0.0471,The Voice,Mike Jones,0.654,257800,0.679,False,0.0,0.309,-4.432,1,Boi! (Young Problemz & Mike Jones),4,0.35,152.01,4,0.788
83,0.665,Who Is Mike Jones? (Non-PA Version),Mike Jones,0.71,25681,0.1,True,0.0,0.466,-14.409,0,Intro,0,0.383,82.481,4,0.622
2,0.0138,Better (Deluxe Version),Chrisette Michele,0.76,236867,0.917,False,0,0.0486,-5.209,0,Let Me Win,26,0.152,96.98,4,0.721
32,0.0146,Let Freedom Reign (Deluxe Edition),Chrisette Michele,0.545,263453,0.751,False,1.31e-06,0.207,-5.649,0,Unsaid,8,0.0492,80.019,4,0.273
62,0.374,Epiphany,Chrisette Michele,0.577,219000,0.758,False,0,0.108,-4.491,1,Another One,21,0.0584,169.956,4,0.45
92,0.0554,Out of Control,Chrisette Michele,0.751,237052,0.511,False,0.00313,0.137,-8.518,1,My Hubby Lit,32,0.19,75.036,4,0.474
26,0.00329,Shut Up And Dance (The Dance Mixes),Paula Abdul,0.784,402693,0.619,False,0.213,0.304,-10.794,0,One Or The Other - 1990 Mix,17,0.0767,127.283,4,0.668
13,0.244,Blue Bank Roll Vol.2,Yung L.A.,0.476,229187,0.856,True,0,0.104,-5.37,1,Where Im From,0,0.107,88.929,4,0.504
43,0.0411,Crush Da Block,Yung L.A.,0.511,168600,0.599,True,0,0.547,-11.936,0,How I Growed,1,0.119,110.97,3,0.3
73,0.783,Expensive Language 2,Yung L.A.,0.66,208714,0.497,True,7.76e-06,0.102,-10.308,0,Dem,1,0.37,140.048,4,0.38
103,0.778,Offset Shawty,Yung L.A.,0.723,43907,0.124,True,0,0.0536,-16.875,0,Intro,0,0.946,115.248,3,0.924
133,0.317,Offset Shawty,Yung L.A.,0.692,246560,0.682,True,0,0.286,-5.05,1,Big Dawg (feat. Parlae & J. Futuristic),1,0.128,156.942,4,0.217
163,0.038,Swayvor,Yung L.A.,0.779,180080,0.417,True,4.87e-05,0.0804,-11.111,0,Bad Bitch,4,0.197,149.888,4,0.306
4,0.493,Life On Earth (Deluxe Edition),Musiq Soulchild,0.344,257651,0.512,False,0,0.321,-8.502,0,I Do,32,0.213,76.98,5,0.631
34,0.227,Aijuswanaseing,Musiq Soulchild,0.729,200133,0.479,False,0,0.0836,-6.803,0,L' Is Gone,30,0.225,89.861,4,0.726
64,0.167,Christmas Musiq,Musiq Soulchild,0.79,290040,0.518,False,0,0.139,-9.286,1,Hark! The Herald Angels Sing,7,0.128,98.048,4,0.714
94,0.536,Juslisen,Musiq Soulchild,0.522,31600,0.842,False,0,0.595,-7.519,0,Scratch Introlude - Album Version (Edited),15,0.805,85.884,4,0.963
124,0.846,Luvanmusiq,Musiq Soulchild,0.371,190987,0.178,False,0,0.0419,-12.698,0,thequestions,12,0.038,136.772,4,0.197
154,0.0986,onmyradio,Musiq Soulchild,0.556,275760,0.704,False,0,0.0846,-4.214,1,someone,33,0.035,109.9,4,0.345
11,0.157,An Inconvenient Truth,Madcon,0.722,219013,0.617,False,0,0.0856,-6.134,0,Gone,9,0.134,81.026,4,0.566
41,0.0186,Contakt,Madcon,0.739,192680,0.867,False,0,0.218,-3.834,1,Å Lø (Bonus Track),16,0.225,124.917,4,0.427
71,0.00131,Contraband,Madcon,0.778,214000,0.591,False,0.000125,0.387,-7.403,1,One,15,0.0712,127.999,4,0.649
101,0.925,Madcon om Contakt,Madcon,0.716,48459,0.326,False,0,0.424,-11.331,0,"Madcon om ""Jaget""",0,0.884,95.767,5,0.892
131,0.112,The Signal,Madcon,0.631,231960,0.941,False,0,0.279,-3.71,0,The Signal,20,0.269,154.021,4,0.815
22,0.000426,Hook Me Up (PA Phase In),The Veronicas,0.525,192067,0.903,False,0.000231,0.27,-2.61,0,All I Have,5,0.0365,130.151,4,0.268
52,0.0855,Revenge Is Sweeter Tour (Australian DMD),The Veronicas,0.545,199480,0.979,False,1.69e-06,0.834,-3.569,0,Hook Me Up - Live,8,0.0652,134.952,4,0.447
82,0.287,The Secret Life Of... (U.S. Version),The Veronicas,0.515,194960,0.8,False,1.28e-06,0.119,-3.946,1,I Could Get Used to This,36,0.0435,149.061,4,0.461
